date,Bx,By,Bz,Mx,My,Mz,dst
19980925 08:30,-200.65,-22.09,29.86,-225.39,-17.82,35.39,-201.50
19991022 05:30,NaN,NaN,NaN,NaN,NaN,NaN,-221.00
19991022 06:30,NaN,NaN,NaN,NaN,NaN,NaN,-232.50
19991022 07:30,-300.86,-33.90,45.53,-345.33,-36.17,47.11,-217.00
20000406 20:30,NaN,NaN,NaN,NaN,NaN,NaN,-215.00
20000407 01:30,NaN,NaN,NaN,NaN,NaN,NaN,-237.00
20000407 02:30,NaN,NaN,NaN,NaN,NaN,NaN,-211.50
20000407 03:30,NaN,NaN,NaN,NaN,NaN,NaN,-204.50
20000407 04:30,NaN,NaN,NaN,NaN,NaN,NaN,-206.00
20000715 20:30,-232.93,81.27,2.62,-224.24,85.13,20.25,-243.00
20000716 03:30,-250.06,-61.31,41.55,-229.87,-54.30,38.59,-245.50
20000716 04:30,-241.19,-49.94,40.32,-221.99,-49.21,38.57,-220.00
20000716 05:30,-220.33,-52.46,34.34,-205.12,-37.60,38.01,-201.50
20000812 08:30,-227.93,-71.54,29.02,-295.79,-26.87,40.34,-218.50
20000812 09:30,-268.06,-65.51,33.05,-314.55,-17.87,40.33,-229.00
20000812 10:30,-244.82,-58.84,38.85,-280.86,-38.71,39.50,-207.50
20010331 05:30,-181.74,-78.31,-4.67,-220.27,-79.40,20.74,-209.00
20010331 13:30,-231.15,-51.27,40.04,-237.84,-25.22,47.31,-234.50
20010331 14:30,-211.68,-29.87,40.02,-200.06,-38.95,44.64,-221.00
20010331 15:30,-206.28,-38.20,34.73,-166.36,-11.43,41.68,-218.00
20010331 16:30,-153.07,-72.09,23.47,-128.95,-14.18,35.50,-230.50
20010331 23:30,-231.87,-31.07,72.97,-214.00,-51.26,44.16,-230.50
20010401 00:30,-237.79,-20.22,69.05,-207.17,-47.59,45.14,-220.50
20010401 01:30,-221.95,-25.79,58.73,-197.07,-43.25,45.55,-209.00
20010411 21:30,-179.97,0.89,20.04,-170.59,-31.93,15.46,-210.00
20010411 22:30,-204.89,-31.84,10.98,-206.39,-83.89,24.03,-243.00
20010412 00:30,-246.24,-73.01,16.89,-280.45,-125.06,39.72,-225.50
20010412 01:30,-233.56,-70.23,22.04,-243.78,-84.10,41.17,-212.50
20011106 09:30,-267.11,-47.60,29.72,-250.13,-28.45,45.75,-247.00
20011106 10:30,-235.82,-49.73,28.67,-221.19,-28.11,43.79,-224.00
20011106 11:30,-216.27,-45.65,27.55,-199.98,-25.59,42.39,-206.50
20011106 14:30,-204.51,-41.98,27.92,-187.75,-35.27,38.85,-212.50
20011106 15:30,-194.19,-44.32,27.37,-190.93,-39.75,36.11,-214.00
20011124 14:30,-174.65,-51.94,17.57,-176.84,-11.25,11.69,-206.50
20011124 15:30,-176.85,-52.67,21.77,-152.25,-30.05,15.14,-216.00
20011124 16:30,-203.31,-51.93,17.72,-194.70,-44.89,21.57,-218.50
20011124 17:30,-192.51,-65.52,11.92,-200.06,-50.00,27.39,-210.50
20031029 19:30,-197.24,-91.80,7.52,-173.61,16.21,19.50,-233.00
20031030 05:30,-260.22,-37.24,38.26,-237.12,-35.58,58.03,-232.00
20031030 06:30,-237.51,-28.24,36.67,-206.59,-24.46,52.89,-211.50
20031031 01:30,-283.93,-84.35,-1.28,-296.98,-53.28,57.58,-245.00
20031031 02:30,-268.47,-73.86,8.02,-244.33,-50.26,56.10,-242.50
20031031 03:30,-257.14,-56.73,20.21,-234.88,-22.18,54.35,-218.50
20031121 01:30,NaN,NaN,NaN,NaN,NaN,NaN,-243.00
20031121 02:30,NaN,NaN,NaN,NaN,NaN,NaN,-212.00
20041108 01:30,-266.08,-75.52,1.29,-275.05,-108.16,44.83,-205.00
20041108 02:30,-300.91,-80.94,16.28,-329.31,-84.85,51.77,-248.00
20041108 10:30,-206.71,-38.14,34.00,-214.18,-18.46,32.96,-224.50
20041110 05:30,-277.52,-59.16,22.05,-276.14,-7.27,47.41,-218.50
20041110 06:30,-311.68,-78.85,26.35,-328.09,-64.76,51.72,-249.50
20041110 10:30,-236.70,-46.90,32.00,-257.62,-19.01,33.64,-247.50
20041110 11:30,-184.95,-37.26,30.34,-202.69,-66.44,23.61,-233.00
20041110 12:30,-185.58,-36.58,27.02,-197.75,-61.44,22.85,-220.00
20050515 07:30,-297.16,-61.46,11.00,-392.93,-37.08,23.27,-238.00
20050515 08:30,-332.34,-41.70,35.05,-376.75,-51.29,33.28,-234.50
20050515 09:30,-265.46,-40.76,25.12,-269.63,-52.32,37.86,-203.00
20150317 21:30,-168.40,-43.20,36.58,-181.75,-70.80,15.42,-216.00
20150317 22:30,-206.26,-36.75,33.70,-234.88,-73.15,23.66,-229.50
20150317 23:30,-217.89,-59.08,26.21,-248.15,-121.72,30.47,-212.50
