date,Bx,By,Bz,Mx,My,Mz,dst
19980925 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-201.50
19991022 05:30,-238.00,-11.30,18.86,-214.28,9.47,17.59,-221.00
19991022 06:30,-286.93,14.06,14.85,-277.32,20.67,21.12,-232.50
19991022 07:30,-300.53,43.98,14.86,-304.35,42.84,25.10,-217.00
20000406 20:30,-232.34,6.98,12.09,-210.54,-3.38,25.52,-215.00
20000407 01:30,-315.10,-30.66,15.51,-270.36,-11.72,17.65,-237.00
20000407 02:30,-238.60,-27.59,38.64,-232.54,-12.04,19.56,-211.50
20000407 03:30,-179.21,-23.69,34.95,-188.46,-22.10,20.85,-204.50
20000407 04:30,-215.52,-13.06,29.34,-222.80,-15.78,22.43,-206.00
20000715 20:30,-231.09,-2.78,17.00,-230.37,-36.31,42.60,-243.00
20000716 03:30,-258.78,-5.94,43.32,-246.17,15.97,27.85,-245.50
20000716 04:30,-245.06,-6.30,44.65,-236.34,1.46,26.82,-220.00
20000716 05:30,-229.94,-10.27,49.34,-217.05,-11.61,26.63,-201.50
20000812 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-218.50
20000812 09:30,NaN,NaN,NaN,NaN,NaN,NaN,-229.00
20000812 10:30,NaN,NaN,NaN,NaN,NaN,NaN,-207.50
20010331 05:30,NaN,NaN,NaN,NaN,NaN,NaN,-209.00
20010331 13:30,NaN,NaN,NaN,NaN,NaN,NaN,-234.50
20010331 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-221.00
20010331 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-218.00
20010331 16:30,NaN,NaN,NaN,NaN,NaN,NaN,-230.50
20010331 23:30,NaN,NaN,NaN,NaN,NaN,NaN,-230.50
20010401 00:30,NaN,NaN,NaN,NaN,NaN,NaN,-220.50
20010401 01:30,NaN,NaN,NaN,NaN,NaN,NaN,-209.00
20010411 21:30,NaN,NaN,NaN,NaN,NaN,NaN,-210.00
20010411 22:30,NaN,NaN,NaN,NaN,NaN,NaN,-243.00
20010412 00:30,NaN,NaN,NaN,NaN,NaN,NaN,-225.50
20010412 01:30,NaN,NaN,NaN,NaN,NaN,NaN,-212.50
20011106 09:30,NaN,NaN,NaN,NaN,NaN,NaN,-247.00
20011106 10:30,NaN,NaN,NaN,NaN,NaN,NaN,-224.00
20011106 11:30,NaN,NaN,NaN,NaN,NaN,NaN,-206.50
20011106 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-212.50
20011106 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-214.00
20011124 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-206.50
20011124 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-216.00
20011124 16:30,NaN,NaN,NaN,NaN,NaN,NaN,-218.50
20011124 17:30,NaN,NaN,NaN,NaN,NaN,NaN,-210.50
20031029 19:30,-220.67,29.49,35.28,-200.09,-37.82,27.35,-233.00
20031030 05:30,-249.18,3.88,44.85,-261.20,-4.08,31.58,-232.00
20031030 06:30,-231.74,6.52,41.73,-243.53,-4.32,31.46,-211.50
20031031 01:30,-236.50,-5.01,30.39,-261.58,-0.93,27.69,-245.00
20031031 02:30,-215.95,-11.07,30.50,-231.84,5.08,29.18,-242.50
20031031 03:30,-250.57,-7.76,37.73,-248.99,-2.67,32.14,-218.50
20031121 01:30,-253.01,-14.57,7.61,-269.50,-27.36,30.48,-243.00
20031121 02:30,-224.96,-16.79,12.23,-246.02,-23.07,32.89,-212.00
20041108 01:30,NaN,NaN,NaN,NaN,NaN,NaN,-205.00
20041108 02:30,-232.82,-35.77,16.98,-198.26,-41.07,3.75,-248.00
20041108 10:30,-296.54,37.70,39.66,-315.66,12.58,25.42,-224.50
20041110 05:30,-269.45,-9.14,19.94,-257.79,-2.84,25.66,-218.50
20041110 06:30,-330.36,40.63,24.25,-302.38,25.09,25.17,-249.50
20041110 10:30,-379.32,28.87,22.56,-378.88,18.05,31.56,-247.50
20041110 11:30,-320.21,56.26,35.29,-330.41,48.81,29.73,-233.00
20041110 12:30,-317.99,39.95,28.02,-330.20,30.64,31.19,-220.00
20050515 07:30,-366.75,1.78,-41.79,-351.67,-7.22,18.06,-238.00
20050515 08:30,-357.18,11.25,-10.62,-339.03,4.40,18.42,-234.50
20050515 09:30,-309.62,21.44,16.44,-298.70,13.90,19.33,-203.00
20150317 21:30,-120.80,-8.77,0.20,-137.36,-17.13,9.07,-216.00
20150317 22:30,-180.86,-26.01,-16.73,-201.64,-18.59,8.86,-229.50
20150317 23:30,-127.15,-22.78,-0.01,-132.53,-20.63,2.35,-212.50
