date,Bx,By,Bz,Mx,My,Mz,dst
19970110 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-52.50
19970110 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-71.00
19970110 09:30,NaN,NaN,NaN,NaN,NaN,NaN,-75.50
19970110 10:30,NaN,NaN,NaN,NaN,NaN,NaN,-65.50
19970110 11:30,NaN,NaN,NaN,NaN,NaN,NaN,-59.00
19970110 12:30,NaN,NaN,NaN,NaN,NaN,NaN,-62.00
19970110 13:30,NaN,NaN,NaN,NaN,NaN,NaN,-62.00
19970110 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-61.00
19970110 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-60.50
19970110 16:30,NaN,NaN,NaN,NaN,NaN,NaN,-56.50
19970110 17:30,NaN,NaN,NaN,NaN,NaN,NaN,-51.00
19970209 18:30,-3.27,13.87,-12.53,-23.29,-6.43,-8.22,-51.50
19970209 19:30,5.02,14.23,-7.82,-20.77,0.89,-3.71,-55.00
19970209 20:30,-8.03,2.26,-5.51,-30.70,-1.52,-2.46,-56.00
19970209 21:30,-37.90,-5.82,-8.37,-46.01,-8.73,-5.08,-51.00
19970210 05:30,-54.21,6.17,-15.41,-61.63,12.84,-9.46,-51.50
19970210 06:30,-63.49,12.14,-17.52,-69.61,12.65,-13.29,-55.50
19970210 07:30,-61.45,4.11,-17.76,-66.07,2.32,-16.61,-58.50
19970210 08:30,-63.35,-0.58,-19.21,-63.62,-6.03,-18.42,-61.50
19970210 09:30,-74.27,-0.12,-19.38,-66.54,-10.98,-21.08,-65.50
19970210 10:30,-76.89,-1.51,-20.12,-67.05,-16.34,-23.12,-68.00
19970210 11:30,-74.76,-5.17,-21.12,-64.48,-17.67,-24.01,-66.50
19970210 12:30,-71.68,-19.43,-22.18,-59.86,-23.91,-24.33,-63.00
19970210 13:30,-62.65,-26.75,-22.24,-53.96,-25.37,-23.14,-60.50
19970210 14:30,-53.67,-30.86,-21.09,-47.89,-23.49,-21.59,-60.00
19970210 15:30,-48.62,-33.91,-20.03,-44.90,-23.17,-20.11,-59.50
19970210 16:30,-37.43,-36.28,-18.20,-41.25,-19.71,-17.94,-59.00
19970210 17:30,-28.16,-37.19,-16.54,-36.84,-18.05,-15.18,-59.00
19970210 18:30,-15.32,-33.13,-14.68,-32.99,-16.48,-11.82,-56.00
19970210 19:30,-5.02,-30.80,-11.98,-28.61,-12.82,-8.57,-52.50
19970211 08:30,-56.27,4.34,-20.32,-53.33,9.52,-16.70,-54.50
19970211 09:30,-68.24,-3.24,-20.50,-59.47,-1.83,-19.42,-60.00
19970211 10:30,-66.91,-4.63,-21.23,-59.88,-10.41,-21.56,-54.50
19970217 07:30,-64.77,0.34,-24.86,-62.36,8.56,-18.72,-52.50
19970217 08:30,-77.88,-2.41,-24.16,-65.35,2.18,-21.69,-52.00
19970227 22:30,-48.55,-5.40,-17.08,-46.76,4.58,-8.94,-73.50
19970227 23:30,-52.59,0.62,-19.61,-50.12,4.25,-11.05,-81.00
19970228 00:30,-51.39,4.39,-14.47,-68.22,2.88,-7.77,-70.00
19970228 01:30,-44.88,4.25,-4.25,-64.20,10.59,-7.95,-65.50
19970228 02:30,-53.81,19.53,-8.71,-75.97,22.11,-9.38,-65.50
19970228 03:30,-48.71,8.90,-11.96,-65.06,19.66,-11.48,-63.50
19970228 04:30,-63.73,0.48,-14.87,-70.00,20.33,-12.33,-64.00
19970228 05:30,-101.21,4.75,-15.74,-86.43,10.29,-17.85,-60.50
19970228 06:30,-68.19,7.43,-13.55,-69.49,21.46,-20.64,-55.00
19970228 07:30,-60.42,9.22,-15.48,-64.97,16.08,-21.56,-54.00
19970228 08:30,-58.03,3.33,-14.73,-60.74,9.37,-21.93,-54.50
19970228 09:30,-49.87,-13.35,-13.86,-55.71,-0.04,-21.50,-54.50
19970228 10:30,-41.15,-18.57,-14.49,-53.13,-6.41,-20.45,-54.50
19970228 11:30,-51.26,-13.79,-16.43,-58.51,-8.47,-20.55,-55.00
19970228 12:30,-52.16,-13.61,-17.47,-62.55,-11.38,-20.93,-50.50
19970228 17:30,-32.23,0.33,-15.66,-41.56,-2.42,-17.64,-54.00
19970228 18:30,-32.35,-6.37,-14.82,-43.92,-5.53,-16.02,-51.50
19970328 21:30,-21.47,11.98,-5.12,-41.25,4.20,-9.74,-54.00
19970328 22:30,-31.42,5.64,-7.77,-44.77,-0.51,-10.11,-60.50
19970328 23:30,-31.20,9.41,-8.43,-44.06,4.65,-10.10,-62.50
19970329 00:30,-39.93,9.58,-4.55,-44.41,6.09,-10.62,-59.00
19970329 01:30,-35.33,10.63,-7.09,-42.31,4.46,-11.44,-53.00
19970411 01:30,-29.11,12.52,-17.39,-43.96,23.24,-11.50,-67.50
